点位编号,经度,纬度,发现时间,人员编号
D00,118.3765,31.2352,2020-11-02 17:07:24.742553,P0248
D00,118.3765,31.2352,2020-11-02 17:10:04.375100,P0259
D00,118.3765,31.2352,2020-11-02 17:13:22.909892,P0249
D00,118.3765,31.2352,2020-11-02 17:13:53.973679,P0299
D00,118.3765,31.2352,2020-11-02 17:14:48.407639,P0205
D00,118.3765,31.2352,2020-11-02 17:22:48.838604,P0237
D00,118.3765,31.2352,2020-11-02 17:31:53.495301,P0296
D00,118.3765,31.2352,2020-11-02 17:36:17.290643,P0296
D00,118.3765,31.2352,2020-11-02 17:39:33.246236,P0263
D00,118.3765,31.2352,2020-11-02 17:42:56.096141,P1726
D00,118.3765,31.2352,2020-11-02 17:43:31.652933,P0312
D00,118.3765,31.2352,2020-11-02 17:44:27.993270,P0009
D00,118.3765,31.2352,2020-11-02 17:44:39.646545,P1904
D00,118.3765,31.2352,2020-11-02 17:50:12.378545,P0008
D00,118.3765,31.2352,2020-11-02 17:50:55.790358,P0323
D00,118.3765,31.2352,2020-11-02 17:50:57.172133,P0048
D00,118.3765,31.2352,2020-11-02 17:52:54.050123,P1808
D00,118.3765,31.2352,2020-11-02 17:53:03.225931,P0326
D00,118.3765,31.2352,2020-11-02 17:54:07.493063,P0380
D00,118.3765,31.2352,2020-11-02 17:54:50.004674,P0384
D00,118.3765,31.2352,2020-11-02 17:55:16.257169,P0068
D00,118.3765,31.2352,2020-11-02 17:55:41.387646,P0050
D00,118.3765,31.2352,2020-11-02 17:56:20.327136,P1832
D00,118.3765,31.2352,2020-11-02 17:56:23.228739,P1791
D00,118.3765,31.2352,2020-11-02 17:56:51.120333,P1697
D00,118.3765,31.2352,2020-11-02 17:59:50.188261,P0076
D00,118.3765,31.2352,2020-11-02 18:00:43.160738,P1911
D00,118.3765,31.2352,2020-11-02 18:02:23.524546,P1847
D00,118.3765,31.2352,2020-11-02 18:03:11.603540,P1802
D00,118.3765,31.2352,2020-11-02 18:03:20.834984,P0362
D00,118.3765,31.2352,2020-11-02 18:03:56.738137,P1719
D00,118.3765,31.2352,2020-11-02 18:04:17.489334,P0179
D00,118.3765,31.2352,2020-11-02 18:04:26.628021,P0154
D00,118.3765,31.2352,2020-11-02 18:04:39.980140,P1882
D00,118.3765,31.2352,2020-11-02 18:04:57.570023,P1820
D00,118.3765,31.2352,2020-11-02 18:05:19.044461,P0193
D00,118.3765,31.2352,2020-11-02 18:06:08.038979,P0334
D00,118.3765,31.2352,2020-11-02 18:06:18.913950,P0348
D00,118.3765,31.2352,2020-11-02 18:06:33.997720,P0364
D00,118.3765,31.2352,2020-11-02 18:07:38.966959,P1826
D00,118.3765,31.2352,2020-11-02 18:07:49.914674,P0392
D00,118.3765,31.2352,2020-11-02 18:07:59.317831,P1713
D00,118.3765,31.2352,2020-11-02 18:08:12.544705,P1856
D00,118.3765,31.2352,2020-11-02 18:08:42.062558,P0190
D00,118.3765,31.2352,2020-11-02 18:08:59.517331,P0345
D00,118.3765,31.2352,2020-11-02 18:09:03.576791,P0360
D00,118.3765,31.2352,2020-11-02 18:09:06.846724,P0301
D00,118.3765,31.2352,2020-11-02 18:09:23.423689,P1721
D00,118.3765,31.2352,2020-11-02 18:09:29.013320,P0010
D00,118.3765,31.2352,2020-11-02 18:09:53.386126,P1711
D00,118.3765,31.2352,2020-11-02 18:09:57.705692,P0329
D00,118.3765,31.2352,2020-11-02 18:10:06.623626,P1927
D00,118.3765,31.2352,2020-11-02 18:10:29.993199,P0177
D00,118.3765,31.2352,2020-11-02 18:10:48.803124,P1994
D00,118.3765,31.2352,2020-11-02 18:11:02.530870,P1912
D00,118.3765,31.2352,2020-11-02 18:11:07.322001,P0387
D00,118.3765,31.2352,2020-11-02 18:11:08.810734,P0300
D00,118.3765,31.2352,2020-11-02 18:11:35.887169,P0067
D00,118.3765,31.2352,2020-11-02 18:11:41.624856,P1954
D00,118.3765,31.2352,2020-11-02 18:11:42.789966,P0315
D00,118.3765,31.2352,2020-11-02 18:11:43.602205,P0126
D00,118.3765,31.2352,2020-11-02 18:11:45.598856,P1745
D00,118.3765,31.2352,2020-11-02 18:11:58.718223,P0049
D00,118.3765,31.2352,2020-11-02 18:13:14.327629,P0383
D00,118.3765,31.2352,2020-11-02 18:14:43.085095,P1782
D00,118.3765,31.2352,2020-11-02 18:15:46.304497,P0308
D00,118.3765,31.2352,2020-11-02 18:16:00.120773,P1893
D00,118.3765,31.2352,2020-11-02 18:16:08.849676,P0341
D00,118.3765,31.2352,2020-11-02 18:16:22.192920,P0306
D00,118.3765,31.2352,2020-11-02 18:16:49.267540,P0382
D00,118.3765,31.2352,2020-11-02 18:16:56.064393,P1837
D00,118.3765,31.2352,2020-11-02 18:17:06.584916,P0162
D00,118.3765,31.2352,2020-11-02 18:17:11.774211,P1614
D00,118.3765,31.2352,2020-11-02 18:17:44.389444,P0300
D00,118.3765,31.2352,2020-11-02 18:18:02.777787,P0387
D00,118.3765,31.2352,2020-11-02 18:18:29.850098,P1965
D00,118.3765,31.2352,2020-11-02 18:19:07.579040,P1947
D00,118.3765,31.2352,2020-11-02 18:19:33.729958,P0324
D00,118.3765,31.2352,2020-11-02 18:19:46.109640,P1688
D00,118.3765,31.2352,2020-11-02 18:19:54.373616,P1989
D00,118.3765,31.2352,2020-11-02 18:20:04.096423,P1919
D00,118.3765,31.2352,2020-11-02 18:20:04.633776,P0388
D00,118.3765,31.2352,2020-11-02 18:20:08.084387,P1869
D00,118.3765,31.2352,2020-11-02 18:21:08.850436,P0151
D00,118.3765,31.2352,2020-11-02 18:21:46.236503,P1665
D00,118.3765,31.2352,2020-11-02 18:22:16.100071,P1765
D00,118.3765,31.2352,2020-11-02 18:22:40.616245,P0307
D00,118.3765,31.2352,2020-11-02 18:22:45.419188,P0371
D00,118.3765,31.2352,2020-11-02 18:23:32.902178,P0338
D00,118.3765,31.2352,2020-11-02 18:23:47.367311,P1727
D00,118.3765,31.2352,2020-11-02 18:24:24.337114,P1969
D00,118.3765,31.2352,2020-11-02 18:24:47.366217,P1996
D00,118.3765,31.2352,2020-11-02 18:25:06.028234,P1970
D00,118.3765,31.2352,2020-11-02 18:25:11.411176,P1616
D00,118.3765,31.2352,2020-11-02 18:25:27.820794,P0344
D00,118.3765,31.2352,2020-11-02 18:25:40.689701,P1573
D00,118.3765,31.2352,2020-11-02 18:25:46.426426,P0103
D00,118.3765,31.2352,2020-11-02 18:26:04.199457,P0771
D00,118.3765,31.2352,2020-11-02 18:26:16.040511,P0117
D00,118.3765,31.2352,2020-11-02 18:26:23.594703,P1854
D00,118.3765,31.2352,2020-11-02 18:26:24.781283,P1744
D00,118.3765,31.2352,2020-11-02 18:26:26.399482,P1829
D00,118.3765,31.2352,2020-11-02 18:26:55.322733,P1140
D00,118.3765,31.2352,2020-11-02 18:26:56.674088,P0302
D00,118.3765,31.2352,2020-11-02 18:26:59.201543,P1678
D00,118.3765,31.2352,2020-11-02 18:27:09.303995,P1621
D00,118.3765,31.2352,2020-11-02 18:27:25.049030,P1683
D00,118.3765,31.2352,2020-11-02 18:27:28.595021,P0889
D00,118.3765,31.2352,2020-11-02 18:27:54.668715,P0354
D00,118.3765,31.2352,2020-11-02 18:28:08.676252,P1167
D00,118.3765,31.2352,2020-11-02 18:28:13.207584,P0363
D00,118.3765,31.2352,2020-11-02 18:28:40.482207,P1540
D00,118.3765,31.2352,2020-11-02 18:28:45.782284,P0343
D00,118.3765,31.2352,2020-11-02 18:28:52.330827,P0358
D00,118.3765,31.2352,2020-11-02 18:29:07.135371,P1760
D00,118.3765,31.2352,2020-11-02 18:29:09.212977,P0325
D00,118.3765,31.2352,2020-11-02 18:29:27.353867,P0630
D00,118.3765,31.2352,2020-11-02 18:29:28.541423,P1201
D00,118.3765,31.2352,2020-11-02 18:29:31.972457,P1816
D00,118.3765,31.2352,2020-11-02 18:29:33.220598,P0790
D00,118.3765,31.2352,2020-11-02 18:29:50.122481,P1922
D00,118.3765,31.2352,2020-11-02 18:29:57.838018,P0393
D00,118.3765,31.2352,2020-11-02 18:30:11.620782,P0327
D00,118.3765,31.2352,2020-11-02 18:30:35.271203,P0574
D00,118.3765,31.2352,2020-11-02 18:30:36.563389,P1193
D00,118.3765,31.2352,2020-11-02 18:30:38.430929,P0381
D00,118.3765,31.2352,2020-11-02 18:30:47.142641,P1558
D00,118.3765,31.2352,2020-11-02 18:30:57.620588,P1663
D00,118.3765,31.2352,2020-11-02 18:31:04.084216,P0378
D00,118.3765,31.2352,2020-11-02 18:31:07.273812,P1921
D00,118.3765,31.2352,2020-11-02 18:31:08.534295,P0379
D00,118.3765,31.2352,2020-11-02 18:31:42.912586,P1930
D00,118.3765,31.2352,2020-11-02 18:31:46.651584,P0365
D00,118.3765,31.2352,2020-11-02 18:32:14.852955,P0648
D00,118.3765,31.2352,2020-11-02 18:32:30.068507,P1687
D00,118.3765,31.2352,2020-11-02 18:33:06.364371,P0391
D00,118.3765,31.2352,2020-11-02 18:33:23.783209,P0386
D00,118.3765,31.2352,2020-11-02 18:33:24.597910,P0751
D00,118.3765,31.2352,2020-11-02 18:33:37.089607,P0550
D00,118.3765,31.2352,2020-11-02 18:33:38.545767,P0321
D00,118.3765,31.2352,2020-11-02 18:33:38.633983,P1054
D00,118.3765,31.2352,2020-11-02 18:33:51.720445,P1029
D00,118.3765,31.2352,2020-11-02 18:33:51.866736,P0366
D00,118.3765,31.2352,2020-11-02 18:33:55.922484,P1913
D00,118.3765,31.2352,2020-11-02 18:33:59.034080,P0353
D00,118.3765,31.2352,2020-11-02 18:34:13.757900,P0726
D00,118.3765,31.2352,2020-11-02 18:34:17.733384,P0370
D00,118.3765,31.2352,2020-11-02 18:34:19.318138,P1642
D00,118.3765,31.2352,2020-11-02 18:34:27.974082,P0347
D00,118.3765,31.2352,2020-11-02 18:34:36.700251,P0420
D00,118.3765,31.2352,2020-11-02 18:34:46.467106,P0389
D00,118.3765,31.2352,2020-11-02 18:34:54.028928,P1966
D00,118.3765,31.2352,2020-11-02 18:34:58.865501,P1655
D00,118.3765,31.2352,2020-11-02 18:35:05.683693,P1576
D00,118.3765,31.2352,2020-11-02 18:35:15.367119,P0408
D00,118.3765,31.2352,2020-11-02 18:35:22.763223,P1142
D00,118.3765,31.2352,2020-11-02 18:35:23.027977,P1657
D00,118.3765,31.2352,2020-11-02 18:35:38.721800,P1955
D00,118.3765,31.2352,2020-11-02 18:36:07.884932,P0941
D00,118.3765,31.2352,2020-11-02 18:36:11.233441,P1566
D00,118.3765,31.2352,2020-11-02 18:36:14.420861,P1852
D00,118.3765,31.2352,2020-11-02 18:36:18.033465,P0825
D00,118.3765,31.2352,2020-11-02 18:36:58.116128,P1131
D00,118.3765,31.2352,2020-11-02 18:36:58.494285,P1875
D00,118.3765,31.2352,2020-11-02 18:37:00.306013,P1020
D00,118.3765,31.2352,2020-11-02 18:37:03.486329,P0398
D00,118.3765,31.2352,2020-11-02 18:37:17.430832,P1161
D00,118.3765,31.2352,2020-11-02 18:37:18.667059,P1952
D00,118.3765,31.2352,2020-11-02 18:37:45.994507,P0365
D00,118.3765,31.2352,2020-11-02 18:38:16.130197,P0321
D00,118.3765,31.2352,2020-11-02 18:38:24.705402,P1575
D00,118.3765,31.2352,2020-11-02 18:38:27.660790,P1218
D00,118.3765,31.2352,2020-11-02 18:38:33.646235,P1570
D00,118.3765,31.2352,2020-11-02 18:38:52.623536,P1934
D00,118.3765,31.2352,2020-11-02 18:39:15.127954,P0367
D00,118.3765,31.2352,2020-11-02 18:39:16.337981,P1619
D00,118.3765,31.2352,2020-11-02 18:39:23.915086,P0624
D00,118.3765,31.2352,2020-11-02 18:39:34.624308,P0325
D00,118.3765,31.2352,2020-11-02 18:39:38.064297,P1404
D00,118.3765,31.2352,2020-11-02 18:39:41.582835,P1491
D00,118.3765,31.2352,2020-11-02 18:40:05.184739,P1729
D00,118.3765,31.2352,2020-11-02 18:40:18.609304,P0376
D00,118.3765,31.2352,2020-11-02 18:40:27.578133,P1414
D00,118.3765,31.2352,2020-11-02 18:40:34.296734,P1753
D00,118.3765,31.2352,2020-11-02 18:40:44.452751,P1784
D00,118.3765,31.2352,2020-11-02 18:40:53.658303,P0665
D00,118.3765,31.2352,2020-11-02 18:40:55.914137,P1600
D00,118.3765,31.2352,2020-11-02 18:41:01.523986,P0913
D00,118.3765,31.2352,2020-11-02 18:41:06.610250,P0514
D00,118.3765,31.2352,2020-11-02 18:41:34.411195,P0939
D00,118.3765,31.2352,2020-11-02 18:41:43.555943,P1277
D00,118.3765,31.2352,2020-11-02 18:41:59.319639,P0335
D00,118.3765,31.2352,2020-11-02 18:42:13.563736,P1046
D00,118.3765,31.2352,2020-11-02 18:42:25.844650,P1741
D00,118.3765,31.2352,2020-11-02 18:42:40.254202,P1088
D00,118.3765,31.2352,2020-11-02 18:42:53.548680,P1550
D00,118.3765,31.2352,2020-11-02 18:43:19.645466,P1472
D00,118.3765,31.2352,2020-11-02 18:43:22.318194,P0968
D00,118.3765,31.2352,2020-11-02 18:43:27.828715,P1638
D00,118.3765,31.2352,2020-11-02 18:43:28.758230,P0733
D00,118.3765,31.2352,2020-11-02 18:43:45.051821,P0336
D00,118.3765,31.2352,2020-11-02 18:44:03.361483,P0524
D00,118.3765,31.2352,2020-11-02 18:44:13.658454,P0372
D00,118.3765,31.2352,2020-11-02 18:44:29.987421,P1673
D00,118.3765,31.2352,2020-11-02 18:44:52.922100,P0357
D00,118.3765,31.2352,2020-11-02 18:45:21.922016,P0755
D00,118.3765,31.2352,2020-11-02 18:45:36.669222,P1556
D00,118.3765,31.2352,2020-11-02 18:47:03.716164,P0319
D00,118.3765,31.2352,2020-11-02 18:47:15.128499,P1730
D00,118.3765,31.2352,2020-11-02 18:47:22.153326,P0431
D00,118.3765,31.2352,2020-11-02 18:48:46.941043,P0304
D00,118.3765,31.2352,2020-11-02 18:48:52.486741,P1235
D00,118.3765,31.2352,2020-11-02 18:49:25.947465,P0372
D00,118.3765,31.2352,2020-11-02 18:49:27.922888,P0317
D00,118.3765,31.2352,2020-11-02 18:49:29.812095,P0407
D00,118.3765,31.2352,2020-11-02 18:50:08.484549,P1689
D00,118.3765,31.2352,2020-11-02 18:50:15.052095,P0349
D00,118.3765,31.2352,2020-11-02 18:50:25.385755,P1656
D00,118.3765,31.2352,2020-11-02 18:50:41.848484,P1853
D00,118.3765,31.2352,2020-11-02 18:50:47.464317,P1331
D00,118.3765,31.2352,2020-11-02 18:50:57.339469,P1690
D00,118.3765,31.2352,2020-11-02 18:51:20.426824,P1824
D00,118.3765,31.2352,2020-11-02 18:52:15.125055,P0331
D00,118.3765,31.2352,2020-11-02 18:52:21.033106,P0313
D00,118.3765,31.2352,2020-11-02 18:52:38.779526,P1358
D00,118.3765,31.2352,2020-11-02 18:52:56.425704,P0330
D00,118.3765,31.2352,2020-11-02 18:54:18.214271,P0351
D00,118.3765,31.2352,2020-11-02 18:55:04.881887,P0361
D00,118.3765,31.2352,2020-11-02 18:55:16.562285,P0340
D00,118.3765,31.2352,2020-11-02 18:56:18.981075,P0339
D00,118.3765,31.2352,2020-11-02 18:57:31.236332,P0394
D00,118.3765,31.2352,2020-11-02 18:59:00.507129,P1876
D00,118.3765,31.2352,2020-11-02 18:59:27.827234,P0359
D00,118.3765,31.2352,2020-11-02 19:00:12.638258,P1949
D00,118.3765,31.2352,2020-11-02 19:00:34.499849,P0373
D00,118.3765,31.2352,2020-11-02 19:00:55.512035,P0368
D00,118.3765,31.2352,2020-11-02 19:01:54.524952,P1646
D00,118.3765,31.2352,2020-11-02 19:02:03.276131,P0332
D00,118.3765,31.2352,2020-11-02 19:02:16.580246,P1889
D00,118.3765,31.2352,2020-11-02 19:02:35.273761,P0305
D00,118.3765,31.2352,2020-11-02 19:02:46.932352,P0346
D00,118.3765,31.2352,2020-11-02 19:03:37.280685,P1720
D00,118.3765,31.2352,2020-11-02 19:04:24.348149,P0399
D00,118.3765,31.2352,2020-11-02 19:04:31.344931,P1680
D00,118.3765,31.2352,2020-11-02 19:05:58.812843,P0361
D00,118.3765,31.2352,2020-11-02 19:05:59.289979,P0385
D00,118.3765,31.2352,2020-11-02 19:11:20.855625,P1991
D00,118.3765,31.2352,2020-11-02 19:16:18.657775,P1959
D00,118.3765,31.2352,2020-11-02 19:16:40.983898,P1623
D00,118.3765,31.2352,2020-11-02 19:17:24.438410,P1893
D00,118.3765,31.2352,2020-11-02 19:17:42.983811,P1808
D00,118.3765,31.2352,2020-11-02 19:25:59.720140,P1967
D00,118.3765,31.2352,2020-11-02 19:30:18.259349,P0310
D00,118.3765,31.2352,2020-11-02 19:30:40.698139,P0328
D00,118.3765,31.2352,2020-11-02 19:34:50.710254,P1869
D00,118.3765,31.2352,2020-11-02 19:49:42.482622,P1021
D00,118.3765,31.2352,2020-11-02 19:49:58.977254,P0930
D00,118.3765,31.2352,2020-11-02 19:51:07.344850,P1996
D00,118.3765,31.2352,2020-11-02 19:51:28.592442,P1175
D00,118.3765,31.2352,2020-11-02 19:52:52.263768,P1471
D00,118.3765,31.2352,2020-11-02 19:53:31.139737,P0852
D00,118.3765,31.2352,2020-11-02 19:54:05.338241,P1264
D00,118.3765,31.2352,2020-11-02 19:54:36.060118,P0979
D00,118.3765,31.2352,2020-11-02 19:55:21.667754,P1280
D00,118.3765,31.2352,2020-11-02 19:55:26.624749,P1338
D00,118.3765,31.2352,2020-11-02 19:55:42.495165,P0555
D00,118.3765,31.2352,2020-11-02 19:57:14.335241,P0677
D00,118.3765,31.2352,2020-11-02 20:02:25.531713,P0651
D00,118.3765,31.2352,2020-11-02 20:03:10.812642,P1875
D00,118.3765,31.2352,2020-11-02 20:05:49.282988,P1072
D00,118.3765,31.2352,2020-11-02 20:07:15.725052,P0854
D00,118.3765,31.2352,2020-11-02 20:07:38.929781,P1574
D00,118.3765,31.2352,2020-11-02 20:08:08.463268,P1689
D00,118.3765,31.2352,2020-11-02 20:09:18.945893,P1732
D00,118.3765,31.2352,2020-11-02 20:10:52.813561,P0572
D00,118.3765,31.2352,2020-11-02 20:11:51.700287,P1542
D00,118.3765,31.2352,2020-11-02 20:18:19.228816,P0998
D00,118.3765,31.2352,2020-11-02 20:23:09.587131,P1921
D00,118.3765,31.2352,2020-11-02 20:23:16.300019,P0851
D00,118.3765,31.2352,2020-11-02 20:31:38.301068,P0670
D00,118.3765,31.2352,2020-11-02 20:38:23.395673,P0507
D00,118.3765,31.2352,2020-11-02 20:40:47.213375,P1584
D00,118.3765,31.2352,2020-11-02 20:43:53.362730,P0567
D00,118.3765,31.2352,2020-11-02 20:44:18.857379,P1141
D00,118.3765,31.2352,2020-11-02 20:44:27.360052,P0711
D00,118.3765,31.2352,2020-11-02 20:45:33.270777,P0606
D00,118.3765,31.2352,2020-11-02 20:46:16.873360,P1113
D00,118.3765,31.2352,2020-11-02 20:46:49.023429,P1153
D00,118.3765,31.2352,2020-11-02 20:47:00.046319,P1118
D00,118.3765,31.2352,2020-11-02 20:47:16.662988,P1623
D00,118.3765,31.2352,2020-11-02 20:48:05.320379,P0498
D00,118.3765,31.2352,2020-11-02 20:48:15.268766,P1378
D00,118.3765,31.2352,2020-11-02 20:48:51.802864,P0649
D00,118.3765,31.2352,2020-11-02 20:49:21.880754,P1237
D00,118.3765,31.2352,2020-11-02 20:49:37.406334,P0675
D00,118.3765,31.2352,2020-11-02 20:50:07.096850,P1435
D00,118.3765,31.2352,2020-11-02 20:50:15.102731,P0960
D00,118.3765,31.2352,2020-11-02 20:50:50.992199,P0655
D00,118.3765,31.2352,2020-11-02 20:50:52.989011,P1093
D00,118.3765,31.2352,2020-11-02 20:51:04.021026,P0921
D00,118.3765,31.2352,2020-11-02 20:51:07.870248,P0597
D00,118.3765,31.2352,2020-11-02 20:51:26.098751,P0654
D00,118.3765,31.2352,2020-11-02 20:51:30.613776,P1400
D00,118.3765,31.2352,2020-11-02 20:52:01.966829,P1581
D00,118.3765,31.2352,2020-11-02 20:52:08.822172,P0762
D00,118.3765,31.2352,2020-11-02 20:53:01.715870,P1482
D00,118.3765,31.2352,2020-11-02 20:53:19.026130,P0992
D00,118.3765,31.2352,2020-11-02 20:53:44.508617,P1489
D00,118.3765,31.2352,2020-11-02 20:54:26.335619,P1285
D00,118.3765,31.2352,2020-11-02 20:54:52.263005,P1222
D00,118.3765,31.2352,2020-11-02 20:54:58.399684,P0786
D00,118.3765,31.2352,2020-11-02 20:55:11.256993,P1483
D00,118.3765,31.2352,2020-11-02 20:55:58.690341,P0798
D00,118.3765,31.2352,2020-11-02 20:56:23.963296,P1512
D00,118.3765,31.2352,2020-11-02 20:57:18.595671,P1137
D00,118.3765,31.2352,2020-11-02 20:57:56.143832,P1460
D00,118.3765,31.2352,2020-11-02 20:58:31.875886,P0492
D00,118.3765,31.2352,2020-11-02 20:59:02.712423,P0706
D00,118.3765,31.2352,2020-11-02 20:59:12.264081,P1075
D00,118.3765,31.2352,2020-11-02 20:59:14.968458,P1121
D00,118.3765,31.2352,2020-11-02 20:59:23.529079,P1219
D00,118.3765,31.2352,2020-11-02 21:00:19.450051,P1514
D00,118.3765,31.2352,2020-11-02 21:00:26.799482,P0721
D00,118.3765,31.2352,2020-11-02 21:00:49.384833,P1597
D00,118.3765,31.2352,2020-11-02 21:01:15.907956,P1060
D00,118.3765,31.2352,2020-11-02 21:01:48.045924,P1398
D00,118.3765,31.2352,2020-11-02 21:03:14.503739,P1545
D00,118.3765,31.2352,2020-11-02 21:03:25.248529,P0626
D00,118.3765,31.2352,2020-11-02 21:03:46.456974,P1569
D00,118.3765,31.2352,2020-11-02 21:04:23.888224,P1122
D00,118.3765,31.2352,2020-11-02 21:04:58.441024,P1479
D00,118.3765,31.2352,2020-11-02 21:06:22.422305,P1130
D00,118.3765,31.2352,2020-11-02 21:07:47.834830,P1166
D00,118.3765,31.2352,2020-11-02 21:07:55.091785,P1275
D00,118.3765,31.2352,2020-11-02 21:08:25.261481,P1234
D00,118.3765,31.2352,2020-11-02 21:09:15.241237,P0872
D00,118.3765,31.2352,2020-11-02 21:09:15.964959,P0811
D00,118.3765,31.2352,2020-11-02 21:10:16.605836,P1268
D00,118.3765,31.2352,2020-11-02 21:11:58.436295,P0927
D00,118.3765,31.2352,2020-11-02 21:12:37.756282,P1150
D00,118.3765,31.2352,2020-11-02 21:16:22.675796,P1565
D00,118.3765,31.2352,2020-11-02 21:16:26.206786,P1284
D00,118.3765,31.2352,2020-11-02 21:16:30.658776,P0429
D01,118.3759,31.2352,2020-11-02 08:11:47.917536,P0099
D01,118.3759,31.2352,2020-11-02 08:12:52.666573,P0000
D01,118.3759,31.2352,2020-11-02 08:13:10.757341,P0048
D01,118.3759,31.2352,2020-11-02 08:13:39.471969,P0069
D01,118.3759,31.2352,2020-11-02 08:14:26.804380,P0060
D01,118.3759,31.2352,2020-11-02 08:14:53.543926,P0075
D01,118.3759,31.2352,2020-11-02 08:14:53.873050,P0012
D01,118.3759,31.2352,2020-11-02 08:15:06.504348,P0051
D01,118.3759,31.2352,2020-11-02 08:15:25.468635,P0003
D01,118.3759,31.2352,2020-11-02 08:16:12.779606,P0015
D01,118.3759,31.2352,2020-11-02 08:16:21.006724,P0030
D01,118.3759,31.2352,2020-11-02 08:16:26.131328,P0042
D01,118.3759,31.2352,2020-11-02 08:16:26.402988,P0096
D01,118.3759,31.2352,2020-11-02 08:16:27.533419,P0054
D01,118.3759,31.2352,2020-11-02 08:16:38.882265,P0087
D01,118.3759,31.2352,2020-11-02 08:16:41.938540,P0063
D01,118.3759,31.2352,2020-11-02 08:16:46.154340,P0006
D01,118.3759,31.2352,2020-11-02 08:16:46.280179,P0024
D01,118.3759,31.2352,2020-11-02 08:17:42.859487,P0078
D01,118.3759,31.2352,2020-11-02 08:17:54.552308,P0084
D01,118.3759,31.2352,2020-11-02 08:17:54.558724,P0081
D01,118.3759,31.2352,2020-11-02 08:18:01.491605,P0066
D01,118.3759,31.2352,2020-11-02 08:18:22.420874,P0036
D01,118.3759,31.2352,2020-11-02 08:18:26.260668,P0033
D01,118.3759,31.2352,2020-11-02 08:18:40.812390,P0027
D01,118.3759,31.2352,2020-11-02 08:18:46.117284,P0057
D01,118.3759,31.2352,2020-11-02 08:19:12.805053,P0021
D01,118.3759,31.2352,2020-11-02 08:20:04.992826,P0099
D01,118.3759,31.2352,2020-11-02 08:21:42.498758,P0000
D01,118.3759,31.2352,2020-11-02 08:22:30.330512,P0069
D01,118.3759,31.2352,2020-11-02 08:23:04.774678,P0048
D01,118.3759,31.2352,2020-11-02 08:23:07.032409,P0090
D01,118.3759,31.2352,2020-11-02 08:23:26.210218,P0075
D01,118.3759,31.2352,2020-11-02 08:23:41.303253,P0093
D01,118.3759,31.2352,2020-11-02 08:24:27.624812,P0003
D01,118.3759,31.2352,2020-11-02 08:24:54.690239,P0039
D01,118.3759,31.2352,2020-11-02 08:24:59.284805,P0051
D01,118.3759,31.2352,2020-11-02 08:25:00.886745,P0045
D01,118.3759,31.2352,2020-11-02 08:25:05.877430,P0060
D01,118.3759,31.2352,2020-11-02 08:25:53.852425,P0096
D01,118.3759,31.2352,2020-11-02 08:26:05.310836,P0030
D01,118.3759,31.2352,2020-11-02 08:26:09.643264,P0015
D01,118.3759,31.2352,2020-11-02 08:26:16.667805,P0084
D01,118.3759,31.2352,2020-11-02 08:26:43.293190,P0066
D01,118.3759,31.2352,2020-11-02 08:26:46.614520,P0024
D01,118.3759,31.2352,2020-11-02 08:28:34.326627,P0078
D01,118.3759,31.2352,2020-11-02 08:28:34.518598,P0054
D01,118.3759,31.2352,2020-11-02 08:28:39.549955,P0057
D01,118.3759,31.2352,2020-11-02 08:28:56.826266,P0081
D01,118.3759,31.2352,2020-11-02 08:29:28.903158,P0006
D01,118.3759,31.2352,2020-11-02 08:29:29.536953,P0063
D01,118.3759,31.2352,2020-11-02 08:29:35.430611,P0018
D01,118.3759,31.2352,2020-11-02 08:29:47.576036,P0087
D01,118.3759,31.2352,2020-11-02 08:30:14.206253,P0036
D01,118.3759,31.2352,2020-11-02 08:31:30.140564,P0027
D01,118.3759,31.2352,2020-11-02 08:31:41.041089,P0042
D01,118.3759,31.2352,2020-11-02 08:31:59.531950,P0021
D01,118.3759,31.2352,2020-11-02 08:32:27.976504,P0033
D01,118.3759,31.2352,2020-11-02 08:33:52.405885,P0093
D01,118.3759,31.2352,2020-11-02 08:34:24.035107,P0009
D01,118.3759,31.2352,2020-11-02 08:34:56.856805,P0030
D01,118.3759,31.2352,2020-11-02 08:34:59.238729,P0096
D01,118.3759,31.2352,2020-11-02 08:35:03.961454,P0072
D01,118.3759,31.2352,2020-11-02 08:35:18.196562,P0051
D01,118.3759,31.2352,2020-11-02 08:35:27.098596,P0099
D01,118.3759,31.2352,2020-11-02 08:35:35.201437,P0045
D01,118.3759,31.2352,2020-11-02 08:36:08.089337,P0090
D01,118.3759,31.2352,2020-11-02 08:37:28.445939,P0015
D01,118.3759,31.2352,2020-11-02 08:38:02.897189,P0075
D01,118.3759,31.2352,2020-11-02 08:38:37.135703,P0039
D01,118.3759,31.2352,2020-11-02 08:39:15.964985,P0003
D01,118.3759,31.2352,2020-11-02 08:39:18.345805,P0087
D01,118.3759,31.2352,2020-11-02 08:39:33.460541,P0084
D01,118.3759,31.2352,2020-11-02 08:39:36.742330,P0060
D01,118.3759,31.2352,2020-11-02 08:39:37.586022,P0024
D01,118.3759,31.2352,2020-11-02 08:40:15.398336,P0018
D01,118.3759,31.2352,2020-11-02 08:40:20.799064,P0081
D01,118.3759,31.2352,2020-11-02 08:40:30.364019,P0054
D01,118.3759,31.2352,2020-11-02 08:41:29.361256,P0042
D01,118.3759,31.2352,2020-11-02 08:41:33.002412,P0006
